ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
456_classifierforstones,classifier for stones,3419,STONE (CLASSIFIER),块
457_classifierforpairs,classifier for pairs,2089,PAIR (CLASSIFIER),双
458_classifierforstoreys,classifier for storeys,3420,STOREY (CLASSIFIER),层
459_classifierforclothing,classifier for clothing,2088,CLOTHING (CLASSIFIER),件
460_sentenceofspeech,sentence (of speech),3421,SENTENCE (CLASSIFIER),句
461_classifierforsongs,classifier for songs,3422,SONG (CLASSIFIER),首
462_jin05kg,jin (=0.5 kg.),2647,CATTY (MASS UNIT),斤
463_tael50grams,tael (-50 grams),,,两
464_zhang10feet,zhang (=10 feet),,,丈
465_foot13meter,foot (=1/3 meter),2782,FOOT (MEASURE),尺
466_yuanunitofpayment,yuan (unit of payment),,,元
467_year,year,1226,YEAR,年
468_month,month,1370,MONTH,月
469_day,day,1260,DAY (24 HOURS),天
470_classifierforyears,classifier for years,,,岁
471_everyday,everyday,,,每天
472_front,front,2194,FRONT (PART),前面
473_back,back,1686,BEHIND,后面
474_left,left,244,LEFT,左边
475_right,right,1019,RIGHT,右边
476_on,on,57,ATOP,上边
477_under,under,1485,BELOW OR UNDER,下边
478_inside,inside,1606,INSIDE,里边
479_outside,outside,762,OUTSIDE,外边
480_middle,middle,1093,MIDDLE,中间
481_side,side,682,SIDE,旁边
482_today,today,1283,TODAY,今天
483_tomorrow,tomorrow,1329,TOMORROW,明天
484_yesterday,yesterday,1174,YESTERDAY,昨天
485_dayaftertomorrow,day after tomorrow,1179,DAY AFTER TOMORROW,后天
486_forenoon,forenoon,2775,FORENOON,上午
487_noon,noon,12,MIDDAY,中午
488_afternoon,afternoon,1807,AFTERNOON,下午
489_morning,morning,1339,MORNING,早晨
490_evening,evening,1629,EVENING,晚上
491_midnight,midnight,,,半夜
492_1stdayofthelunarmonth,1st day of the lunar month,3354,FIRST DAY OF THE MONTH,初一
493_2nddayofthelunarmonth,2nd day of the lunar month,3355,SECOND DAY OF THE MONTH,初二
494_3rddayofthelunarmonth,3rd day of the lunar month,3352,THIRD DAY OF THE MONTH,初三
495_january,January,2036,JANUARY,正月
496_february,February,2037,FEBRUARY,二月
497_march,March,2846,MARCH,三月
498_april,April,2847,APRIL,四月
499_may,May,2848,MAY (MONTH),五月
500_june,June,2849,JUNE,六月
501_july,July,2850,JULY,七月
502_august,August,2851,AUGUST,八月
503_september,September,2852,SEPTEMBER,九月
504_october,October,2853,OCTOBER,十月
505_november,November,2854,NOVEMBER,十一月
506_december,December,2855,DECEMBER,十二月
507_thisyear,this year,513,THIS YEAR,今年
508_lastyear,last year,514,LAST YEAR,去年
509_nextyear,next year,515,NEXT YEAR,明年
510_now,now,1376,NOW,现在
511_inthefuture,in the future,,,将来
512_inthepast,in the past,,,从前
513_i,I,1209,I,我
514_we,we,1212,WE,我们
515_yousingular,you (singular),1215,THOU,你
516_youplural,you (plural),1213,YOU,你们
517_heorshe,he or she,2642,HE OR SHE,他
518_they,they,817,THEY,他们
519_everybody,everybody,98,ALL,大家
520_oneself,oneself,1993,SELF,自己
521_anotherperson,another person,,,别人
522_this,this,1214,THIS,这
523_that,that,78,THAT,那
524_what,what,1236,WHAT,什么
525_which,which,727,WHICH,哪个
526_where,where,1237,WHERE,哪里
527_biglarge,big (large),1202,BIG,大
528_small,small,1246,SMALL,小
529_hightall,high (tall),1265,HIGH,高
530_lowshort,low (short),721,LOW,矮、低
531_long,long,1203,LONG,长
532_short,short,1645,SHORT,短
533_fardistant,far/ distant,1406,FAR,远
534_near,near,1942,NEAR,近
535_wide,wide,1243,WIDE,宽
536_narrow,narrow,1267,NARROW,窄
537_thick,thick,1244,THICK,厚
538_thin,thin,2306,THIN (OF LEAF AND CLOTH),薄
539_deep,deep,1593,DEEP,深
540_shallow,shallow,193,SHALLOW,浅
541_full,full,1429,FULL,满
542_empty,empty,1624,EMPTY,空
543_many,many,1198,MANY,多
544_few,few,1242,FEW,少
545_angular,angular,2757,ANGULAR (SQUAREFORMED),方
546_round,round,1395,ROUND,圆
547_flatandshallow,flat (and shallow),,,扁
548_pointed,pointed,372,POINTED,尖
549_flatlevel,flat (level),1633,FLAT,平
550_straight,straight,1404,STRAIGHT,直
551_horizontal,horizontal,2376,HORIZONTAL,横
552_bendcurved,bend (curved),297,CROOKED,弯
553_black,black,163,BLACK,黑
554_white,white,1335,WHITE,白
555_red,red,156,RED,红
556_yellow,yellow,1424,YELLOW,黄
557_green,green,1425,GREEN,绿
558_blue,blue,837,BLUE,蓝
559_bright,bright,679,BRIGHT,亮
560_dark,dark,706,DARK,暗
561_heavy,heavy,1210,HEAVY,重
562_lightweight,light (weight),1052,LIGHT (WEIGHT),轻
563_quickfast,quick/ fast,1631,FAST,快
564_slow,slow,701,SLOW,慢
565_early,early,672,EARLY,早
566_late,late,425,BE LATE,迟
567_sharp,sharp,1396,SHARP,锋利
568_clearwater,clear (water),1147,PURE,清
569_thinhair,thin (hair),2305,THIN (OF HAIR AND THREAD),稀（疏）
570_tightlywovenfabric,tightly woven (fabric),,,蜜（稠）
571_heavyintaste,heavy (in taste),2718,STRONG (OF DRINK),浓
572_muddy,muddy,,,稠（浊）
573_lightintaste,light (in taste),2181,LIGHT (IN TASTE),淡
574_fat,fat,1279,FAT (OBESE),胖
575_thinslim,thin (slim),1400,THIN (SLIM),痩
576_dry,dry,1398,DRY,干枯
577_wet,wet,1726,WET,湿
578_hard,hard,1884,HARD,硬
579_soft,soft,1856,SOFT,软
580_aliveliving,alive (living),1422,BE ALIVE,活
581_die,die,1494,DIE,死
582_light,light,630,LIGHT (RADIATION),光
583_loose,loose,2506,LOOSE,松
584_tight,tight ,3053,TIGHT,紧
585_neat,neat,,,齐
586_rightcorrect,right (correct),1725,CORRECT (RIGHT),对
587_wrong,wrong,1390,WRONG,错
588_true,true,1657,TRUE,真
589_false,false,3069,FALSE,假
590_rawuncooked,raw (uncooked),1959,RAW,生
591_cooked,cooked,269,COOKED,熟
592_new,new,1231,NEW,新
593_oldused,old (used),2113,OLD (USED),旧
594_good,good,1035,GOOD,好
595_bad,bad,1292,BAD,坏
596_highsocialstatus,high social status,,,贵
597_lowsocialstatus,low social status,,,贱
598_oldaged,old (aged),2112,OLD (AGED),老
599_tenderyoung,tender (young),,,嫩
600_beautiful,beautiful,1427,BEAUTIFUL,美
601_ugly,ugly,1548,UGLY,丑
602_hot,hot,1286,HOT,热
603_cold,cold,1287,COLD,冷
604_difficult,difficult,584,DIFFICULT,难
605_easy,easy,686,EASY,容易
606_fragrantsmell,fragrant (smell),376,FRAGRANT,香
607_stinkysmell,stinky (smell),42,STINKING,臭
608_sour,sour,1906,SOUR,酸
609_sweet,sweet,717,SWEET,甜
610_bitter,bitter,887,BITTER,苦
611_spicy,spicy,544,SPICY,辣
612_salty,salty,1091,SALTY,咸
614_busy,busy,2755,BUSY,忙
615_rich,rich,712,RICH,富
616_poor,poor,1674,POOR,穷
617_clean,clean,704,CLEAN,干净
618_dirty,dirty,1230,DIRTY,脏
619_satiated,satiated,106,SATIATED,饱
620_behungry,be hungry,1533,BE HUNGRY,饿
621_bethirsty,be thirsty,847,THIRSTY,渴
622_besleepy,be sleepy,,,困
623_betired,be tired,1757,TIRED,累
624_inhaste,in haste,,,急
625_smart,smart,2530,SMART,聪明
626_stupid,stupid,1518,STUPID,傻
627_diligent,diligent,2077,DILIGENT,勤快
628_lazy,lazy,1564,LAZY,懒
629_fierce,fierce,,,凶
630_loud,loud,377,LOUD,响
631_decoctherbalmedicine,decoct (herbal medicine),,,熬
632_pullup,pull up,,,拔
633_divide,divide,1119,DIVIDE,搻
634_movesomething,move (something),765,MOVE,搬
635_help,help,1897,HELP,帮助
636_bindtieup,bind (tie up),1917,TIE,捆绑
637_peelsomething,peel (something),275,PEEL,剥
638_hugembrace,hug (embrace),928,EMBRACE,抱
639_carryonback,carry on back,465,CARRY ON BACK,背
640_compare,compare,3429,COMPARE,比
641_braidsomething,braid (something),1043,BRAID,编（辫子）
642_weaveabasket,weave (a basket),3294,BRAID (VERB) OR WEAVE (BASKET),编（篮子）
643_change,change,1264,CHANGE,变
644_sick,sick,1847,SICK,病
645_patchrepair,patch (repair),2243,REPAIR,补
646_guessariddle,guess (a riddle),1932,GUESS,猜
647_stepverb,step (verb),575,TREAD,踩
648_hidesomething,hide (something),2486,HIDE,藏
649_pokesomething,poke (something),,,插
650_fold,fold,1470,FOLD,折
651_towindthreadoneakeel,to wind( thread one a keel),1113,WRAP,缠
652_sing,sing,1261,SING,唱
653_stirfry,stir-fry,2162,STIR FRY,炒
654_sink,sink,1088,SINK (DESCEND),沉
655_weighfood,weigh (food),1098,WEIGH,称
656_bedoneaccomplished,be done/ accomplished,1990,BECOME,成
657_eat,eat,1336,EAT,吃
658_pestle,pestle,225,PESTLE,舂
659_goout,go out,1107,GO OUT,出
660_hoeupweeds,hoe up (weeds),,,锄（革）
661_wearagarment,wear (a garment),976,WEAR,穿（衣）
662_putonshoes,put on (shoes),158,PUT ON,穿（鞋）
663_blowtrumpet,blow (trumpet),176,BLOW (WITH MOUTH),吹（喇叭）
664_twisthempfibers,twist (hemp fibers),430,TWIST,搓
665_promise,promise,1675,PROMISE,答应
666_crowofcocks,crow (of cocks),2074,CROW (VERB),打鸣
667_hitaperson,hit (a person),1433,HIT,打（人）
668_fireashot,fire (a shot),3180,SHOOT (WITH SLINGSHOT),打（枪）
669_wearahat,wear (a hat),3428,WEAR (ON HEAD),戴（帽）
670_wearabracelet,wear (a bracelet),,,戴（手镯）
671_falldown,fall down,,,倒（下）
672_arrive,arrive,1387,ARRIVE,到
673_pourout,pour out,1487,POUR,倒（水）
674_getacquire,get (acquire),694,GET,得到
675_wait,wait,1590,WAIT (FOR),等
676_dropsomething,drop (something),750,DROP,掉
677_hang,hang,2884,HANG,吊
678_falloverdown,fall over/ down,2894,TUMBLE (FALL DOWN),跌倒
679_setinmovement,set in movement,,,动
680_plugsomething,plug (something),,,堵塞
681_breakrope,break (rope),460,BREAK (OF ROPE),（线）断
682_breakstick,break (stick),459,SNAP (OF STICK),（扁担）断
683_dodge,dodge,,,躲避
684_chopintopieces,chop into pieces,2149,CHOP (INTO PIECES),剁
685_turnoveronbed,turn over (on bed),3537,TURN OVER,翻
686_haveafever,have a fever,2713,HAVE A FEVER,发烧
687_spinintoyarn,spin (into yarn),121,SPIN,纺
688_putouttopasture,put out to pasture,,,放（牛）
689_fly,fly,1441,FLY (MOVE THROUGH AIR),飞
690_separate,separate,1359,SEPARATE,分
691_sewup,sew (up),1457,SEW,缝
692_brood,brood,2075,BROOD (VERB),孵
693_putoneshandonsomethingforsupport,put one's hand on something for support,,,扶
694_float,float,1574,FLOAT,浮
695_shall,shall,,,（应）该
696_changesomething,change (something),2856,CHANGE (SOMETHING),改
697_pullaquiltoveroneself,pull (a quilt) over oneself,,,盖（被）
698_coverupobjects,cover up (objects),761,COVER,盖（锅）
699_dispel,dispel,30,DISPEL,赶走
700_dare,dare,1779,DARE,敢
701_tell,tell,1711,TELL,告诉
702_mowcutgrass,mow (cut grass),,,割（草）
703_give,give,1447,GIVE,给
704_ploughsomething,plough (something),1921,PLOUGH,耕
705_digthesoilpigsbehavior,dig the soil (pig’s behavior),,,（猪）拱（土）
706_windblow,(wind) blow,175,BLOW (OF WIND),刮
707_hangonthewall,hang (on the wall),357,HANG UP,挂
708_closethedoor,close (the door),1046,SHUT,关（门）
709_roll,roll,827,ROLL,滚
710_crossabridge,cross (a bridge),1367,CROSS,过（桥）
711_beshybashful,be shy/bashful,487,SHY,害羞
712_drink,drink,1401,DRINK,喝
713_hum,hum,,,哼
714_paddle,paddle,1849,ROW,划
715_changebecomedifferent,change (become different),2857,CHANGE (BECOME DIFFERENT),化
716_bepregnant,be pregnant,1123,PREGNANT,怀孕
717_repayadept,repay (a dept),,,还帐
718_exchange,exchange,2509,EXCHANGE,换
719_return,return,581,COME BACK,回来
720_knowtowrite,know (to write),2238,KNOW HOW,会（写）
721_squeeze,squeeze,1414,SQUEEZE,挤
722_remember,remember,707,REMEMBER,记得
723_pickupfoodwithchopsticks,pick up (food with chopsticks),,,夹
724_pickup,pick up,371,PICK UP,捡
725_scissor,scissor,2155,CUT (WITH SCISSORS),剪
726_irrigate,irrigate,3078,IRRIGATE,浇
727_barkofdog,bark (of dog),1206,BARKING,吠
728_bearfruit,bear (fruit),3054,BEAR FRUIT,结（果）
729_connectjoin,connect (join),2862,CONNECT,连接
730_untie,untie,352,UNTIE,解开
731_borrowmoney,borrow (money),1823,BORROW,借（钱）
732_enterahouse,enter (a house),749,ENTER,进（屋）
733_rescuesave,rescue (save),2008,RESCUE,救
734_sawsomething,saw (something),,,锯
735_openadoor,open (a door),1156,OPEN,开（门）
736_boilwater,boil (water),792,BOIL (OF LIQUID),（水）开
737_flowersblossom,(flowers) blossom,3287,BLOOM,（花）开
738_chopdowntrees,chop down (trees),355,CUT DOWN,砍（树）
739_chopbones,chop (bones),155,CHOP,砍（骨头）
740_look,look,1819,LOOK,看
741_see,see,1409,SEE,看见
742_carryonshoulder,carry on shoulder,413,CARRY ON SHOULDER,扛
743_roastsomething,roast (something),1962,ROAST (SOMETHING),烤（火）
744_cough,cough,879,COUGH,咳嗽
745_gnaw,gnaw,2706,GNAW,啃
746_cry,cry,1839,CRY,哭
747_defecate,defecate,676,SHIT (DEFECATE),拉屎
748_come,come,1446,COME,来
749_rot,rot,1728,ROTTEN,烂
750_break,break,680,BREAK (DESTROY OR GET DESTROYED),破裂
751_flow,flow,2003,FLOW,流
752_remain,remain,987,REMAIN,留
753_dripemitliquid,drip (emit liquid),2253,DRIP (EMIT LIQUID),漏
754_fall,fall,1280,FALL,落
755_scold,scold,299,SCOLD,骂
756_bury,bury,1719,BURY,埋
757_buy,buy,1869,BUY,买
758_sell,sell,1571,SELL,卖
760_extinguish,extinguish,127,EXTINGUISH,（火）灭
761_touchstroke,touch (stroke),1892,TOUCH,摸
762_whetaknife,whet (a knife),251,SHARPEN (SOMETHING),磨（刀）
763_grindflour,grind (flour),1033,GRIND,磨（面）
764_holdortake,hold or take,2104,HOLD OR TAKE,拿
765_recite,recite,,,念
766_vomit,vomit,1278,VOMIT,呕吐
767_crawl,crawl,96,CRAWL,爬行
768_climbatree,climb (a tree),1102,CLIMB,爬（树）
769_fearbeafraid,fear (be afraid),1419,FEAR (BE AFRAID),怕
770_strikebeat,strike (beat),2133,STRIKE OR BEAT,拍
771_run,run,1519,RUN,跑
772_soak,soak,,,泡
773_loosemoney,loose money,,,赔
774_spout,spout,,,喷
775_chopfirewood,chop (firewood),1437,SPLIT,劈
776_wornclothes,worn (clothes),,,（衣）破
777_rideahorse,ride (a horse),367,RIDE,骑
778_standup,stand up,570,STAND UP,起来
779_lead,lead,43,LEAD (GUIDE),牵
780_owemoney,owe (money),369,OWE,欠
781_robsomebody,rob (somebody),2073,ROB (VERB),抢
782_knock,knock,2396,KNOCK,敲
783_treatinvite,treat (invite),,,请
784_goleave,go (leave),695,GO,去
785_lacknothave,lack (not have),2329,LACK (NOT HAVE),缺
786_burn,burn,2102,BURN,燃
787_knowsomebody,know (somebody),2248,KNOW (SOMEBODY),认识
788_dissolve,dissolve,2334,MELT,融化
789_pee,pee,592,PISS,撒尿
790_sweep,sweep,230,SWEEP,扫
791_killaperson,kill (a person),1417,KILL,杀（人）
792_sievesomething,sieve (something),86,SIEVE,筛
793_dryinthesun,dry in the sun,3364,DRY IN SUN,晒
794_goupstairs,go upstairs,705,GO UP (ASCEND),上（楼）
795_burnsomething,burn (something),141,BURN (SOMETHING),烧（山）
796_shootanarrow,shoot (an arrow),1172,SHOOT,射
797_givebirth,give birth,1195,GIVE BIRTH,生（小孩）
798_becopula,be (copula),1579,BE,是
799_benotnegatedcopula,be not (negated copula),1269,NO,不是
800_gatherharvest,gather (harvest),7,GATHER,收（玉米）
801_preserveharvest,preserve harvest,1827,HARVEST CROPS,守（庄稼）
802_combsomething,comb (something),2070,COMB (VERB),梳
803_loseagame,lose (a game),3535,BE DEFEATED,输
804_count,count,1420,COUNT,数（钱）
805_tieacow,tie (a cow),2891,TIE UP (TETHER),拴（牛）
806_sleep,sleep,1585,SLEEP,睡觉
807_speak,speak,1623,SPEAK,说
808_sendaccompanysomebodyleaving,send (accompany somebody leaving),,,送（客）
809_presentasgift,present (as gift),,,赠送
810_shrink,shrink,54,SHRINK,缩
811_carry,carry,700,CARRY,抬
812_runaway,run away,2142,RUN AWAY,逃跑
813_beg,beg,3534,BEG,乞讨
814_painful,painful,1129,PAINFUL,疼
815_liftwithhand,lift (with hand),501,LIFT,提
816_fillupahollow,fill up (a hollow),2006,FILL,填
817_carrywithpoleonshoulder,carry with pole on shoulder,3438,CARRY (WITH POLE ON SHOULDER),挑（水）
818_jump,jump,1829,JUMP,跳
819_listen,listen,1608,LISTEN,听
820_hear,hear,1408,HEAR,听见
821_steal,steal,713,STEAL,偷
822_spit,spit,1440,SPIT,吐（痰）
823_push,push,1452,PUSH,推
824_retreat,retreat,421,RETREAT,退
825_pull,pull,1455,PULL,拖
826_undresstakeoffclothes,undress (take off clothes),1755,UNDRESS,脱（衣）
827_flaypulloffskin,flay (pull off skin),291,PULL OFF (SKIN),脱（皮）
828_dig,dig,1418,DIG,挖
829_forget,forget,1523,FORGET,忘记
830_feedpig,feed (pig),739,FEED,喂（猪）
831_tosmell,to smell,1586,SMELL (PERCEIVE),嗅
832_ask,ask,1309,ASK (INQUIRE),问
833_inhale,inhale,2705,INHALE,吸气
834_washdishes,wash (dishes),1453,WASH,洗（碗）
835_washclothes,wash (clothes),2503,LAUNDER (WASH CLOTHES),洗（衣）
836_godownstairs,go downstairs,2014,GO DOWN (DESCEND),下（楼）
837_rainfall,(rain) fall,1253,RAIN (RAINING),下（雨）
838_givebirthanimals,give birth (animals),,,下（小猪）
839_think,think,2271,THINK,想
840_parepeelwithaknife,pare (peel with a knife),,,削
841_laughsmile,laugh (smile),1355,LAUGH,笑
842_wakeup,wake up,1602,WAKE UP,醒
843_choose,choose,1750,CHOOSE,选
844_seek,seek,,,寻找
845_press,press,1913,PRESS,压
846_itch,itch,149,ITCHY,痒
847_shakehead,shake (head),1909,SHAKE,摇
848_bite,bite,1403,BITE,咬
849_wantneed,want (need),1784,WANT,要
850_moveoneself,move (oneself),2874,MOVE (ONESELF),移动
851_swim,swim,1439,SWIM,游
852_thereisorthereare,there is or there are,2152,THERE IS OR THERE ARE,有
853_thereisnotortherearenot,there is not or there are not,,,没有
854_planttrees,plant (trees),1486,PLANT (SOMETHING),栽
855_frysomething,fry (something),991,FRY,炸
856_stand,stand,1442,STAND,站
857_growup,grow up,552,GROW UP,长（大）
858_bloatedofstomach,bloated (of stomach),,,胀
859_lookfor,look for,1468,LOOK FOR,找
860_illuminate,illuminate,,,照
861_breakcleave,break (cleave),2558,BREAK (CLEAVE),折断
862_fight,fight,1423,FIGHT,争
863_steam,steam,2067,STEAM (VERB),蒸
864_know,know,1410,KNOW (SOMETHING),知道
865_weave,weave,133,WEAVE,织（布）
866_pointat,point at,2669,POINT (WITH FINGER),指
867_swelloftissue,swell (of tissue),1573,SWELL,肿
868_plantvegetables,plant (vegetables),2064,SCATTER (SEEDS),种（菜）
869_cookboil,cook (boil),1100,COOK (SOMETHING),煮
870_livereside,live (reside),363,"DWELL (LIVE, RESIDE)",住
871_scratch,scratch,1436,SCRATCH,抓
872_turnaround,turn around,1444,TURN AROUND,转（身）
873_turn,turn,1445,TURN (SOMETHING),转动
874_loadputintocontainer,load (put into container),1679,LOAD,装
875_pursue,pursue,1047,PURSUE,追
876_catch,catch,702,CATCH,捉
877_peckbirds,peck (birds),,,啄
878_walk,walk,1443,WALK,走
879_drunk,drunk,1463,DRUNK,醉
880_sit,sit,1416,SIT,坐
881_dosomething,do (something),813,DO,做
882_not,not,1240,NOT,不
883_all,all,,,都
884_also,also,,,也
885_very,very,1311,VERY,很
886_and,and,1577,AND,和
887_genitivemarker,genitive marker,,,的
888_verynominal,very (nominal),,,极
